latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
2023-12-05,71,31.4,25.7,29.4,22.9,15.9,20.1,2023-12-05T06:59,2023-12-05T14:53,28443.91,0.00,0.031,0.004,0.193,7.0,12.7,21.9,113,1.09,0.010
2023-12-06,71,33.1,30.8,32.2,27.5,22.5,25.3,2023-12-06T07:00,2023-12-06T14:53,28341.88,0.00,0.079,0.039,0.276,11.0,9.6,16.6,141,0.85,0.005
2023-12-07,3,33.9,30.4,32.3,28.7,24.5,27.0,2023-12-07T07:02,2023-12-07T14:53,28245.10,0.00,0.000,0.000,0.000,0.0,5.7,8.9,204,0.97,0.005
2023-12-08,73,34.4,30.5,32.7,27.1,21.9,24.8,2023-12-08T07:03,2023-12-08T14:52,28153.71,7272.26,0.067,0.004,0.441,4.0,13.2,23.7,131,2.06,0.008
2023-12-09,53,40.4,33.4,36.1,34.3,25.9,29.4,2023-12-09T07:04,2023-12-09T14:52,28067.84,14355.55,0.047,0.047,0.000,4.0,12.9,21.9,167,2.47,0.008
2023-12-10,71,44.8,34.2,40.9,36.3,26.4,33.0,2023-12-10T07:05,2023-12-10T14:52,27987.66,2234.91,0.323,0.315,0.055,16.0,17.0,28.9,212,0.95,0.012
2023-12-11,63,47.3,41.6,44.7,41.0,33.5,37.6,2023-12-11T07:06,2023-12-11T14:52,27913.28,6548.16,0.669,0.669,0.000,16.0,17.2,30.9,241,1.54,0.012
2023-12-12,51,44.1,37.1,41.4,40.2,30.1,36.6,2023-12-12T07:07,2023-12-12T14:51,27844.86,8744.88,0.063,0.063,0.000,8.0,12.8,24.8,234,1.23,0.007
2023-12-13,61,41.0,37.3,39.5,36.2,30.0,33.4,2023-12-13T07:08,2023-12-13T14:51,27782.52,0.00,0.390,0.390,0.000,15.0,12.3,21.0,92,0.75,0.006
2023-12-14,53,38.5,34.3,36.8,32.5,29.7,30.9,2023-12-14T07:09,2023-12-14T14:51,27726.42,0.00,0.035,0.035,0.000,4.0,9.5,16.6,31,0.73,0.006
2023-12-15,51,42.5,31.6,37.5,36.1,25.1,31.5,2023-12-15T07:10,2023-12-15T14:52,27676.65,0.00,0.020,0.020,0.000,3.0,10.3,17.7,250,1.10,0.006
2023-12-16,51,46.1,40.9,44.2,38.3,33.7,37.0,2023-12-16T07:11,2023-12-16T14:52,27633.37,14835.17,0.004,0.004,0.000,1.0,14.9,25.5,253,2.34,0.019
2023-12-17,3,49.7,43.6,46.2,42.1,35.2,38.6,2023-12-17T07:12,2023-12-17T14:52,27596.68,2061.35,0.000,0.000,0.000,0.0,14.7,25.5,250,1.21,0.021
2023-12-18,3,44.8,41.2,43.2,37.5,33.2,35.2,2023-12-18T07:13,2023-12-18T14:52,27566.71,0.00,0.000,0.000,0.000,0.0,14.0,23.7,251,0.73,0.022
2023-12-19,55,45.2,42.4,44.5,37.8,33.9,37.0,2023-12-19T07:13,2023-12-19T14:52,27543.57,0.00,0.311,0.311,0.000,14.0,13.2,22.8,242,0.36,0.020
2023-12-20,61,43.7,39.3,41.5,37.7,30.1,33.0,2023-12-20T07:14,2023-12-20T14:53,27527.36,0.00,0.232,0.232,0.000,15.0,20.8,39.6,253,1.12,0.012
2023-12-21,73,47.8,38.9,44.1,37.8,25.4,33.7,2023-12-21T07:15,2023-12-21T14:53,27518.19,0.00,0.673,0.657,0.110,18.0,23.5,44.7,253,0.41,0.020
2023-12-22,73,39.9,34.0,37.1,27.0,22.4,24.9,2023-12-22T07:15,2023-12-22T14:54,27516.16,21851.14,0.098,0.035,0.441,6.0,24.7,48.5,276,3.36,0.036
2023-12-23,73,37.5,32.9,35.5,29.8,21.3,25.9,2023-12-23T07:15,2023-12-23T14:54,27521.35,0.00,0.130,0.083,0.331,13.0,17.8,34.2,279,0.92,0.014
2023-12-24,73,51.3,33.8,45.1,42.9,27.4,37.3,2023-12-24T07:16,2023-12-24T14:55,27533.87,0.00,0.480,0.421,0.413,22.0,19.6,38.3,245,0.47,0.013
2023-12-25,61,50.8,46.4,48.6,43.6,39.7,41.3,2023-12-25T07:16,2023-12-25T14:55,27553.79,18000.00,0.240,0.240,0.000,9.0,17.5,37.1,261,2.62,0.023
2023-12-26,63,49.5,39.3,46.5,44.4,29.9,38.5,2023-12-26T07:16,2023-12-26T14:56,27581.01,19519.77,0.634,0.634,0.000,13.0,20.2,36.7,262,3.02,0.026
2023-12-27,3,41.1,35.0,38.8,35.9,28.1,31.5,2023-12-27T07:17,2023-12-27T14:57,27615.41,21455.46,0.000,0.000,0.000,0.0,13.9,25.7,216,3.31,0.016
2023-12-28,3,50.3,41.4,46.5,41.4,33.7,37.8,2023-12-28T07:17,2023-12-28T14:58,27656.83,18227.00,0.000,0.000,0.000,0.0,16.1,28.4,227,3.17,0.049
2023-12-29,61,51.3,45.4,48.0,42.3,36.4,39.2,2023-12-29T07:17,2023-12-29T14:59,27705.14,10800.00,0.276,0.276,0.000,8.0,18.9,32.7,232,2.30,0.043
2023-12-30,61,47.0,39.6,42.7,37.5,31.9,35.0,2023-12-30T07:17,2023-12-30T14:59,27760.18,21439.88,0.098,0.098,0.000,5.0,18.5,36.7,249,3.04,0.021
2023-12-31,61,45.5,37.3,41.9,39.2,30.9,35.4,2023-12-31T07:17,2023-12-31T15:00,27821.82,7979.87,0.063,0.063,0.000,3.0,11.6,19.5,161,2.08,0.016
2024-01-01,53,45.3,38.2,41.4,39.3,30.9,34.4,2024-01-01T07:17,2024-01-01T15:02,27889.87,17859.23,0.075,0.075,0.000,7.0,12.2,22.4,220,2.29,0.016
2024-01-02,73,46.3,36.5,40.5,39.6,29.8,34.0,2024-01-02T07:17,2024-01-02T15:03,27964.20,0.00,0.402,0.386,0.110,15.0,12.5,22.1,164,0.59,0.007
2024-01-03,63,51.1,44.6,47.8,43.3,37.8,39.9,2024-01-03T07:16,2024-01-03T15:04,28044.64,3789.20,0.366,0.366,0.000,13.0,17.3,29.8,229,1.70,0.031
2024-01-04,51,45.2,28.1,38.3,38.3,21.3,30.1,2024-01-04T07:16,2024-01-04T15:05,28131.02,0.00,0.102,0.102,0.000,14.0,20.6,38.5,272,1.00,0.012
2024-01-05,73,33.7,31.3,32.9,26.7,22.7,24.9,2024-01-05T07:16,2024-01-05T15:06,28223.18,0.00,0.213,0.055,1.102,14.0,13.2,22.8,95,0.45,0.006
2024-01-06,71,33.8,28.8,31.0,26.0,19.2,22.2,2024-01-06T07:16,2024-01-06T15:07,28320.94,0.00,0.051,0.000,0.386,10.0,11.4,20.1,66,0.71,0.011
2024-01-07,73,31.4,18.2,26.3,22.7,8.1,16.6,2024-01-07T07:15,2024-01-07T15:09,28424.14,5344.28,0.020,0.000,0.138,2.0,14.0,24.2,38,1.39,0.020
2024-01-08,3,25.1,15.5,19.6,14.8,4.7,9.5,2024-01-08T07:15,2024-01-08T15:10,28532.62,23225.03,0.000,0.000,0.000,0.0,13.6,23.9,51,4.13,0.021
2024-01-09,0,24.8,13.1,17.9,16.7,5.4,9.8,2024-01-09T07:14,2024-01-09T15:11,28646.20,23340.53,0.000,0.000,0.000,0.0,5.4,10.1,72,4.20,0.015
2024-01-10,1,28.8,16.1,20.2,20.6,7.9,12.2,2024-01-10T07:14,2024-01-10T15:13,28764.70,23453.27,0.000,0.000,0.000,0.0,5.8,11.9,68,4.22,0.016
2024-01-11,3,31.7,19.5,27.7,25.1,12.1,19.9,2024-01-11T07:13,2024-01-11T15:14,28887.98,0.00,0.000,0.000,0.000,0.0,11.0,19.7,290,1.36,0.007
2024-01-12,3,33.1,29.1,31.1,25.0,21.6,23.4,2024-01-12T07:12,2024-01-12T15:16,29015.85,0.00,0.000,0.000,0.000,0.0,10.8,19.2,268,1.36,0.006
2024-01-13,53,36.0,33.0,35.0,26.9,24.1,25.4,2024-01-13T07:11,2024-01-13T15:17,29148.43,0.00,0.110,0.110,0.000,17.0,18.0,31.3,259,0.68,0.007
2024-01-14,73,37.2,33.7,35.1,27.5,23.2,25.4,2024-01-14T07:11,2024-01-14T15:19,29287.17,0.00,0.154,0.110,0.303,15.0,16.0,29.3,259,1.40,0.008
2024-01-15,73,36.1,24.5,33.0,24.9,17.2,22.4,2024-01-15T07:10,2024-01-15T15:20,29432.02,13422.91,0.035,0.012,0.165,7.0,21.9,40.0,265,2.74,0.019
2024-01-16,73,34.0,25.5,30.1,23.9,17.6,22.1,2024-01-16T07:09,2024-01-16T15:22,29582.68,7794.81,0.122,0.000,0.854,10.0,13.9,24.6,252,2.30,0.013
2024-01-17,73,31.7,23.8,27.5,23.6,14.5,19.7,2024-01-17T07:08,2024-01-17T15:23,29738.81,12968.04,0.094,0.000,0.661,7.0,9.7,16.1,168,3.29,0.013
2024-01-18,3,32.9,22.7,26.9,26.0,14.3,19.6,2024-01-18T07:07,2024-01-18T15:25,29900.10,13052.84,0.000,0.000,0.000,0.0,8.2,13.9,291,3.57,0.012
2024-01-19,3,35.3,23.1,30.0,24.6,14.4,19.6,2024-01-19T07:06,2024-01-19T15:27,30066.22,24847.46,0.000,0.000,0.000,0.0,15.2,29.5,251,4.59,0.024
2024-01-20,3,37.5,26.2,32.9,27.5,18.2,22.8,2024-01-20T07:05,2024-01-20T15:29,30236.89,18846.26,0.000,0.000,0.000,0.0,16.6,32.2,251,3.91,0.024
2024-01-21,3,37.5,23.4,30.8,25.5,14.6,20.4,2024-01-21T07:04,2024-01-21T15:30,30411.80,2035.18,0.000,0.000,0.000,0.0,17.5,29.3,193,2.86,0.039
2024-01-22,55,47.9,35.3,42.4,37.6,25.6,32.2,2024-01-22T07:02,2024-01-22T15:32,30590.65,1224.88,0.122,0.122,0.000,9.0,20.9,36.0,221,1.79,0.032
2024-01-23,51,45.6,36.5,40.2,36.8,27.8,30.9,2024-01-23T07:01,2024-01-23T15:34,30773.16,15802.54,0.020,0.020,0.000,2.0,19.1,33.1,245,3.20,0.024
2024-01-24,61,50.7,40.7,46.7,40.1,30.9,35.4,2024-01-24T07:00,2024-01-24T15:36,30959.05,23580.12,0.217,0.217,0.000,11.0,26.2,47.6,256,3.62,0.044
2024-01-25,51,47.0,39.9,43.6,36.8,30.4,33.7,2024-01-25T06:58,2024-01-25T15:37,31148.04,26011.02,0.008,0.008,0.000,2.0,22.0,41.4,284,4.06,0.042
2024-01-26,61,48.4,35.9,41.3,40.4,28.1,33.1,2024-01-26T06:57,2024-01-26T15:39,31339.86,385.03,0.138,0.138,0.000,5.0,21.2,38.7,249,1.55,0.021
2024-01-27,3,44.2,34.2,39.3,36.7,26.7,30.8,2024-01-27T06:56,2024-01-27T15:41,31534.26,7207.62,0.000,0.000,0.000,0.0,17.8,31.1,280,2.55,0.024
2024-01-28,3,43.5,28.0,34.7,37.1,21.4,27.9,2024-01-28T06:54,2024-01-28T15:43,31730.98,26765.00,0.000,0.000,0.000,0.0,8.7,15.0,163,5.75,0.021
2024-01-29,2,46.9,31.7,37.6,40.5,23.5,30.2,2024-01-29T06:53,2024-01-29T15:45,31929.77,26827.39,0.000,0.000,0.000,0.0,9.3,16.1,178,5.61,0.034
2024-01-30,51,47.0,33.5,40.2,40.4,26.9,33.8,2024-01-30T06:51,2024-01-30T15:47,32130.39,22168.25,0.004,0.004,0.000,1.0,10.1,16.6,206,4.55,0.024
2024-01-31,3,45.7,34.9,40.9,37.8,27.1,33.2,2024-01-31T06:50,2024-01-31T15:49,32332.62,0.00,0.000,0.000,0.000,0.0,13.6,23.0,249,1.99,0.023
2024-02-01,53,46.1,36.8,42.5,37.1,27.5,33.1,2024-02-01T06:48,2024-02-01T15:50,32536.21,25200.00,0.083,0.083,0.000,7.0,18.1,35.8,270,5.34,0.043
2024-02-02,51,46.6,38.9,42.5,37.7,30.5,33.7,2024-02-02T06:47,2024-02-02T15:52,32741.34,0.00,0.051,0.051,0.000,8.0,18.4,31.8,257,1.19,0.025
2024-02-03,51,50.7,44.3,48.2,42.4,36.5,40.0,2024-02-03T06:45,2024-02-03T15:54,32950.04,2679.88,0.106,0.106,0.000,15.0,21.1,36.9,267,1.96,0.023
2024-02-04,55,47.2,41.6,44.5,38.3,33.2,35.3,2024-02-04T06:43,2024-02-04T15:56,33162.39,13369.18,0.067,0.067,0.000,6.0,19.3,37.6,268,3.68,0.038
2024-02-05,61,49.5,45.9,48.2,41.5,37.3,39.2,2024-02-05T06:42,2024-02-05T15:58,33378.11,0.00,0.445,0.445,0.000,16.0,19.9,37.1,265,0.73,0.025
2024-02-06,51,50.6,46.5,48.6,41.0,36.0,38.4,2024-02-06T06:40,2024-02-06T16:00,33596.91,0.00,0.071,0.071,0.000,8.0,22.4,40.7,247,1.57,0.048
2024-02-07,63,48.6,30.2,39.3,38.8,23.5,30.7,2024-02-07T06:38,2024-02-07T16:02,33818.51,20286.61,0.339,0.339,0.000,12.0,21.4,39.8,277,5.34,0.032
2024-02-08,71,40.7,27.5,34.0,35.8,20.4,28.1,2024-02-08T06:36,2024-02-08T16:04,34042.63,8341.46,0.122,0.118,0.028,10.0,9.2,15.2,155,3.95,0.018
2024-02-09,73,46.3,33.7,39.8,42.4,24.7,33.3,2024-02-09T06:34,2024-02-09T16:05,34269.02,0.00,0.543,0.488,0.386,19.0,14.6,25.3,115,1.41,0.009
2024-02-10,61,54.4,43.6,47.5,52.7,39.7,44.0,2024-02-10T06:33,2024-02-10T16:07,34497.41,20192.39,0.217,0.217,0.000,8.0,9.7,16.3,109,4.75,0.023
2024-02-11,53,50.4,42.9,45.1,45.4,36.6,40.0,2024-02-11T06:31,2024-02-11T16:09,34727.57,645.60,0.236,0.236,0.000,13.0,11.1,19.0,52,2.23,0.013
2024-02-12,53,47.9,39.3,43.8,40.4,32.3,37.4,2024-02-12T06:29,2024-02-12T16:11,34959.25,6110.22,0.197,0.197,0.000,15.0,13.5,27.1,273,2.86,0.018
2024-02-13,51,46.9,35.9,40.3,39.4,29.5,33.2,2024-02-13T06:27,2024-02-13T16:13,35192.22,30547.36,0.004,0.004,0.000,1.0,12.5,22.8,253,6.55,0.032
2024-02-14,63,48.9,35.3,43.3,43.5,28.7,36.9,2024-02-14T06:25,2024-02-14T16:15,35426.24,3510.96,0.185,0.185,0.000,7.0,12.7,23.0,207,1.68,0.019
2024-02-15,51,56.0,47.2,51.3,53.7,42.4,47.8,2024-02-15T06:23,2024-02-15T16:17,35661.10,6702.86,0.008,0.008,0.000,2.0,9.2,17.2,204,3.76,0.022
2024-02-16,55,60.1,46.4,52.7,56.2,40.8,48.1,2024-02-16T06:21,2024-02-16T16:19,35896.57,28800.00,0.122,0.122,0.000,7.0,11.7,21.3,197,7.16,0.045
2024-02-17,53,51.7,37.7,47.3,47.4,32.6,41.4,2024-02-17T06:19,2024-02-17T16:21,36132.45,9492.39,0.035,0.035,0.000,5.0,14.8,27.7,295,4.24,0.033
2024-02-18,53,48.9,33.2,43.1,42.6,27.4,36.9,2024-02-18T06:17,2024-02-18T16:23,36368.53,8989.91,0.063,0.063,0.000,5.0,12.2,20.8,158,5.17,0.034
2024-02-19,55,47.5,44.1,45.6,41.3,34.8,38.6,2024-02-19T06:15,2024-02-19T16:25,36604.61,1369.34,0.209,0.209,0.000,17.0,18.2,33.3,273,2.24,0.018
2024-02-20,51,47.7,43.4,45.2,40.6,36.3,38.3,2024-02-20T06:13,2024-02-20T16:27,36840.49,8580.25,0.047,0.047,0.000,11.0,16.2,28.9,275,3.77,0.027
2024-02-21,53,51.3,44.1,46.6,45.2,37.8,39.9,2024-02-21T06:11,2024-02-21T16:28,37075.98,6971.02,0.079,0.079,0.000,8.0,16.6,29.1,231,3.71,0.033
2024-02-22,53,52.6,46.7,49.5,47.9,38.7,42.8,2024-02-22T06:09,2024-02-22T16:30,37311.26,2095.90,0.205,0.205,0.000,10.0,18.1,31.3,196,2.51,0.040
2024-02-23,3,52.1,36.7,45.4,42.9,30.4,37.1,2024-02-23T06:06,2024-02-23T16:32,37548.32,21019.62,0.000,0.000,0.000,0.0,18.7,33.1,217,6.96,0.063
2024-02-24,3,50.5,33.4,41.3,42.7,27.1,34.4,2024-02-24T06:04,2024-02-24T16:34,37787.34,30965.94,0.000,0.000,0.000,0.0,13.1,25.7,198,9.44,0.053
2024-02-25,2,52.4,32.9,40.5,43.9,26.6,34.0,2024-02-25T06:02,2024-02-25T16:36,38028.12,33633.44,0.000,0.000,0.000,0.0,11.6,22.8,168,9.85,0.052
2024-02-26,3,51.0,31.1,41.0,45.1,25.7,34.7,2024-02-26T06:00,2024-02-26T16:38,38270.44,21939.57,0.000,0.000,0.000,0.0,10.9,18.6,46,7.79,0.041
2024-02-27,3,44.6,37.2,40.9,38.0,29.7,34.1,2024-02-27T05:58,2024-02-27T16:40,38514.13,8892.37,0.000,0.000,0.000,0.0,12.4,22.8,7,4.28,0.023
2024-02-28,3,41.6,31.5,37.5,36.0,25.1,31.7,2024-02-28T05:56,2024-02-28T16:41,38758.99,13595.29,0.000,0.000,0.000,0.0,7.2,15.2,294,5.57,0.026
2024-02-29,3,48.8,29.5,39.1,42.9,22.2,32.3,2024-02-29T05:53,2024-02-29T16:43,39004.84,34302.36,0.000,0.000,0.000,0.0,11.6,20.8,142,11.26,0.047
2024-03-01,3,53.8,38.1,44.6,50.6,32.6,40.2,2024-03-01T05:51,2024-03-01T16:45,39251.50,29539.44,0.000,0.000,0.000,0.0,7.4,16.8,144,9.34,0.044
2024-03-02,51,52.0,43.1,47.0,48.3,39.6,43.2,2024-03-02T05:49,2024-03-02T16:47,39498.79,14249.55,0.028,0.028,0.000,5.0,7.7,13.4,133,4.96,0.026
2024-03-03,3,56.0,43.3,49.4,51.1,38.5,44.5,2024-03-03T05:47,2024-03-03T16:49,39746.53,28812.94,0.000,0.000,0.000,0.0,11.6,21.3,99,8.67,0.051
2024-03-04,51,54.4,43.0,48.4,50.5,37.6,43.6,2024-03-04T05:44,2024-03-04T16:51,39994.56,32499.88,0.004,0.004,0.000,1.0,11.5,19.5,72,8.32,0.048
2024-03-05,51,44.7,30.6,40.3,37.5,23.7,33.4,2024-03-05T05:42,2024-03-05T16:52,40242.72,24405.07,0.008,0.008,0.000,2.0,10.3,19.5,58,8.86,0.047
2024-03-06,51,44.9,29.9,38.7,38.2,23.7,32.6,2024-03-06T05:40,2024-03-06T16:54,40490.83,21655.49,0.008,0.008,0.000,2.0,9.0,17.0,42,8.21,0.039
2024-03-07,51,45.7,32.3,38.7,37.6,25.1,31.5,2024-03-07T05:37,2024-03-07T16:56,40738.72,36660.46,0.012,0.012,0.000,1.0,11.6,22.1,74,12.64,0.056
2024-03-08,0,45.8,29.0,36.7,36.9,21.4,28.6,2024-03-08T05:35,2024-03-08T16:58,40986.24,36973.05,0.000,0.000,0.000,0.0,12.1,21.9,95,13.35,0.061
2024-03-09,51,48.8,31.7,40.2,40.9,23.2,32.6,2024-03-09T05:33,2024-03-09T17:00,41233.22,29089.19,0.031,0.031,0.000,5.0,16.3,29.1,107,9.70,0.047
2024-03-10,3,53.5,37.7,46.6,45.1,29.9,38.5,2024-03-10T05:30,2024-03-10T17:02,41479.51,30921.84,0.000,0.000,0.000,0.0,18.4,32.9,94,9.85,0.067
2024-03-11,3,56.6,39.5,48.8,51.9,34.0,43.5,2024-03-11T05:28,2024-03-11T17:03,41724.94,21330.00,0.000,0.000,0.000,0.0,13.7,23.9,132,7.97,0.053
2024-03-12,3,56.1,38.6,46.7,50.9,33.2,42.1,2024-03-12T05:26,2024-03-12T17:05,41969.36,30757.75,0.000,0.000,0.000,0.0,8.4,16.1,271,10.22,0.060
2024-03-13,3,56.1,35.6,46.6,49.8,30.3,41.7,2024-03-13T05:24,2024-03-13T17:07,42212.92,37027.83,0.000,0.000,0.000,0.0,9.7,18.8,219,11.73,0.067
2024-03-14,51,57.8,45.8,51.3,54.2,41.9,47.5,2024-03-14T05:21,2024-03-14T17:09,42457.45,14915.89,0.012,0.012,0.000,3.0,9.4,18.6,213,8.31,0.053
2024-03-15,3,63.0,45.0,52.6,59.0,40.0,48.6,2024-03-15T05:19,2024-03-15T17:10,42703.11,33225.73,0.000,0.000,0.000,0.0,10.9,19.2,205,11.47,0.070
2024-03-16,53,54.2,39.8,48.1,48.1,30.6,41.2,2024-03-16T05:17,2024-03-16T17:12,42949.76,23172.72,0.055,0.055,0.000,5.0,15.2,29.5,266,7.80,0.056
2024-03-17,3,46.9,31.2,40.5,39.3,24.1,32.6,2024-03-17T05:14,2024-03-17T17:14,43197.26,37051.03,0.000,0.000,0.000,0.0,12.0,22.1,320,10.19,0.062
2024-03-18,3,42.9,27.5,34.6,36.0,20.1,27.2,2024-03-18T05:12,2024-03-18T17:16,43445.46,37768.50,0.000,0.000,0.000,0.0,8.9,18.1,94,13.16,0.058
2024-03-19,3,47.5,27.5,37.8,41.0,20.0,30.9,2024-03-19T05:09,2024-03-19T17:18,43694.21,35315.50,0.000,0.000,0.000,0.0,10.3,20.4,129,14.99,0.068
2024-03-20,3,60.7,34.4,47.3,55.9,28.8,42.4,2024-03-20T05:07,2024-03-20T17:19,43943.39,29773.81,0.000,0.000,0.000,0.0,6.4,12.5,171,12.18,0.077
2024-03-21,61,57.6,44.0,50.4,54.4,39.8,45.9,2024-03-21T05:05,2024-03-21T17:21,44192.84,13814.35,0.264,0.264,0.000,12.0,12.5,23.3,264,7.61,0.051
2024-03-22,55,55.5,43.9,49.5,49.4,39.1,44.4,2024-03-22T05:02,2024-03-22T17:23,44442.40,0.00,0.209,0.209,0.000,11.0,12.1,25.7,234,4.62,0.038
2024-03-23,55,47.2,36.7,42.8,43.5,29.1,37.1,2024-03-23T05:00,2024-03-23T17:25,44691.96,11857.46,0.236,0.236,0.000,17.0,14.9,26.8,278,5.71,0.031
2024-03-24,61,43.5,35.1,39.8,37.5,27.4,31.9,2024-03-24T04:58,2024-03-24T17:26,44941.36,14728.31,0.303,0.303,0.000,14.0,16.5,29.3,228,6.74,0.035
2024-03-25,51,48.8,33.9,41.9,41.1,28.3,35.1,2024-03-25T04:55,2024-03-25T17:28,45190.45,21370.83,0.083,0.083,0.000,11.0,12.3,24.2,281,9.03,0.047
2024-03-26,3,55.2,32.6,44.7,48.0,26.8,37.5,2024-03-26T04:53,2024-03-26T17:30,45439.10,40551.73,0.000,0.000,0.000,0.0,14.3,26.8,121,15.22,0.088
2024-03-27,1,62.7,41.0,51.8,57.7,33.2,45.7,2024-03-27T04:50,2024-03-27T17:32,45687.15,34871.11,0.000,0.000,0.000,0.0,11.5,21.5,125,15.47,0.109
2024-03-28,53,56.1,43.4,48.8,47.7,35.7,41.1,2024-03-28T04:48,2024-03-28T17:33,45934.45,19160.64,0.055,0.055,0.000,5.0,21.1,36.9,218,9.85,0.073
2024-03-29,51,58.1,41.3,49.4,51.4,34.0,43.3,2024-03-29T04:46,2024-03-29T17:35,46180.86,12489.66,0.016,0.016,0.000,4.0,13.0,24.6,189,8.76,0.068
2024-03-30,51,71.2,45.8,57.6,69.4,41.8,54.8,2024-03-30T04:43,2024-03-30T17:37,46426.21,42160.42,0.012,0.012,0.000,1.0,8.6,17.0,121,17.31,0.117
2024-03-31,2,66.2,44.3,55.2,67.3,41.0,53.5,2024-03-31T04:41,2024-03-31T17:39,46670.36,39235.18,0.000,0.000,0.000,0.0,7.1,13.9,222,16.56,0.100
2024-04-01,51,66.9,47.3,55.2,63.7,41.2,49.9,2024-04-01T04:39,2024-04-01T17:40,46913.14,26244.44,0.004,0.004,0.000,1.0,19.5,34.0,200,12.27,0.095
2024-04-02,61,56.4,46.3,51.2,46.9,39.0,42.5,2024-04-02T04:36,2024-04-02T17:42,47154.71,42570.04,0.122,0.122,0.000,8.0,22.8,40.5,258,14.14,0.097
2024-04-03,55,52.7,47.0,49.3,51.5,39.3,44.6,2024-04-03T04:34,2024-04-03T17:44,47396.77,5794.71,0.209,0.209,0.000,15.0,15.9,27.7,251,6.04,0.040
2024-04-04,61,57.6,47.5,52.1,51.3,42.7,46.7,2024-04-04T04:32,2024-04-04T17:46,47639.49,20848.33,0.244,0.244,0.000,8.0,14.3,27.3,223,8.55,0.056
2024-04-05,61,65.9,48.2,57.1,60.9,43.3,52.3,2024-04-05T04:30,2024-04-05T17:47,47882.74,30069.18,0.094,0.094,0.000,5.0,16.9,32.7,224,14.00,0.100
2024-04-06,51,71.3,52.4,61.2,71.2,49.5,59.5,2024-04-06T04:27,2024-04-06T17:49,48126.37,39714.99,0.004,0.004,0.000,1.0,8.6,18.6,202,15.95,0.111
2024-04-07,3,71.9,56.0,63.8,70.9,51.8,61.8,2024-04-07T04:25,2024-04-07T17:51,48370.25,43200.00,0.000,0.000,0.000,0.0,10.4,20.6,202,17.25,0.134
2024-04-08,51,78.0,55.5,65.0,79.1,54.5,65.2,2024-04-08T04:23,2024-04-08T17:53,48614.22,36000.00,0.008,0.008,0.000,1.0,7.8,15.0,152,16.89,0.126
2024-04-09,51,77.9,53.3,63.4,79.3,47.4,60.9,2024-04-09T04:20,2024-04-09T17:54,48858.14,41966.48,0.031,0.031,0.000,4.0,18.0,32.2,247,17.84,0.146
2024-04-10,51,56.4,46.7,52.4,51.2,42.0,46.3,2024-04-10T04:18,2024-04-10T17:56,49101.86,29003.87,0.016,0.016,0.000,2.0,15.5,28.2,263,11.69,0.088
2024-04-11,3,60.4,42.8,52.8,53.9,37.8,47.6,2024-04-11T04:16,2024-04-11T17:58,49345.23,18000.00,0.000,0.000,0.000,0.0,13.0,24.6,229,13.12,0.094
2024-04-12,3,66.4,53.2,59.3,62.1,50.6,56.0,2024-04-12T04:13,2024-04-12T18:00,49588.08,8777.19,0.000,0.000,0.000,0.0,12.8,23.3,248,10.49,0.088
2024-04-13,3,69.8,53.3,62.1,66.2,50.6,58.6,2024-04-13T04:11,2024-04-13T18:01,49830.26,39222.24,0.000,0.000,0.000,0.0,14.8,27.5,245,17.47,0.131
2024-04-14,51,63.2,47.8,57.0,58.2,42.5,50.5,2024-04-14T04:09,2024-04-14T18:03,50071.61,34239.23,0.004,0.004,0.000,1.0,16.7,30.9,274,16.57,0.133
2024-04-15,61,55.9,43.0,50.1,51.0,32.3,44.6,2024-04-15T04:07,2024-04-15T18:05,50311.95,39384.08,0.209,0.209,0.000,12.0,18.9,33.6,228,15.02,0.092
2024-04-16,53,49.1,38.0,43.8,41.7,31.1,35.4,2024-04-16T04:04,2024-04-16T18:07,50551.12,21134.50,0.075,0.075,0.000,10.0,18.8,34.9,267,12.06,0.067
2024-04-17,51,50.7,36.3,42.8,46.3,30.9,37.5,2024-04-17T04:02,2024-04-17T18:08,50788.93,45268.56,0.035,0.035,0.000,8.0,9.2,18.1,338,19.51,0.094
2024-04-18,51,51.1,33.6,43.2,44.3,27.5,36.7,2024-04-18T04:00,2024-04-18T18:10,51025.21,38530.06,0.031,0.031,0.000,5.0,9.9,19.5,326,16.65,0.088
2024-04-19,53,46.0,40.4,42.7,40.4,33.2,36.0,2024-04-19T03:58,2024-04-19T18:12,51259.77,121.72,0.240,0.240,0.000,16.0,16.4,29.5,236,5.59,0.032
2024-04-20,53,46.8,32.8,41.3,38.7,26.3,33.4,2024-04-20T03:56,2024-04-20T18:14,51492.40,39386.29,0.102,0.102,0.000,14.0,16.0,29.5,10,17.67,0.082
