latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (inch)
2023-07-20,53,72.0,57.0,63.8,68.0,55.7,60.9,2023-07-20T03:07,2023-07-20T19:17,58168.97,52016.92,0.047,0.047,0.000,5.0,13.4,26.4,292,22.38,0.170
2023-07-21,53,70.0,52.9,62.8,68.2,50.8,61.4,2023-07-21T03:09,2023-07-21T19:16,58008.85,17704.08,0.055,0.055,0.000,3.0,9.8,22.1,226,10.55,0.096
2023-07-22,51,71.1,55.4,63.9,65.6,52.8,60.0,2023-07-22T03:10,2023-07-22T19:14,57844.34,51036.89,0.008,0.008,0.000,2.0,15.0,29.3,260,22.87,0.176
2023-07-23,51,82.1,60.5,69.6,74.8,58.7,65.7,2023-07-23T03:12,2023-07-23T19:13,57675.71,26675.74,0.028,0.028,0.000,4.0,19.6,34.9,223,15.11,0.193
2023-07-24,63,81.6,62.1,69.6,80.6,60.4,69.3,2023-07-24T03:13,2023-07-24T19:12,57503.20,41619.97,0.449,0.449,0.000,9.0,16.5,32.9,236,19.93,0.164
2023-07-25,3,71.4,58.7,64.9,67.6,56.3,61.7,2023-07-25T03:15,2023-07-25T19:10,57327.04,36734.76,0.000,0.000,0.000,0.0,11.9,20.6,288,18.94,0.162
2023-07-26,51,67.8,53.8,61.3,64.1,49.9,57.4,2023-07-26T03:16,2023-07-26T19:09,57147.50,46691.62,0.012,0.012,0.000,1.0,11.6,23.5,275,21.21,0.156
2023-07-27,53,68.0,53.6,61.4,64.0,51.2,59.3,2023-07-27T03:18,2023-07-27T19:07,56964.80,21463.58,0.173,0.173,0.000,12.0,11.7,24.4,199,11.59,0.091
2023-07-28,65,72.4,61.4,66.3,72.2,60.4,66.2,2023-07-28T03:19,2023-07-28T19:06,56779.17,27512.73,1.354,1.354,0.000,16.0,13.9,29.5,262,13.72,0.103
2023-07-29,63,74.8,59.9,66.4,74.7,61.9,68.0,2023-07-29T03:21,2023-07-29T19:04,56590.84,26143.04,0.457,0.457,0.000,13.0,14.3,25.7,230,13.40,0.097
2023-07-30,63,74.8,59.2,66.0,72.9,57.3,64.6,2023-07-30T03:22,2023-07-30T19:02,56400.02,40302.78,0.311,0.311,0.000,5.0,12.8,24.4,250,19.79,0.156
2023-07-31,61,68.3,59.1,63.6,67.3,57.4,62.0,2023-07-31T03:24,2023-07-31T19:01,56206.91,12706.90,0.280,0.280,0.000,16.0,16.0,29.8,217,10.52,0.083
2023-08-01,63,70.1,60.7,64.6,67.5,57.1,62.4,2023-08-01T03:25,2023-08-01T18:59,56011.73,22044.05,0.472,0.472,0.000,14.0,14.6,28.2,233,12.38,0.101
2023-08-02,63,72.5,58.3,65.8,68.9,54.8,62.9,2023-08-02T03:27,2023-08-02T18:57,55814.70,33944.45,0.295,0.295,0.000,9.0,15.2,28.2,202,16.93,0.144
2023-08-03,53,74.0,62.3,67.4,69.3,59.2,63.4,2023-08-03T03:29,2023-08-03T18:56,55615.98,50084.38,0.051,0.051,0.000,4.0,20.4,41.6,226,20.31,0.170
2023-08-04,51,70.9,57.9,65.1,70.1,57.7,64.1,2023-08-04T03:30,2023-08-04T18:54,55415.77,48545.23,0.031,0.031,0.000,7.0,11.4,20.8,273,20.73,0.142
2023-08-05,51,70.0,57.1,64.2,70.7,56.4,64.0,2023-08-05T03:32,2023-08-05T18:52,55214.25,28349.65,0.008,0.008,0.000,2.0,6.8,15.0,11,16.68,0.120
2023-08-06,55,63.8,57.2,60.6,63.2,54.3,60.5,2023-08-06T03:33,2023-08-06T18:50,55011.32,0.00,0.457,0.457,0.000,23.0,10.4,17.9,319,6.60,0.051
2023-08-07,51,66.6,56.3,60.6,59.0,48.9,54.3,2023-08-07T03:35,2023-08-07T18:48,54805.37,32468.00,0.059,0.059,0.000,10.0,20.9,39.8,270,15.02,0.126
2023-08-08,63,67.7,54.2,59.9,60.6,46.4,53.5,2023-08-08T03:37,2023-08-08T18:47,54596.34,43754.88,0.185,0.185,0.000,8.0,20.7,36.2,252,19.47,0.151
2023-08-09,51,67.9,54.2,60.0,63.4,50.4,56.8,2023-08-09T03:38,2023-08-09T18:45,54384.46,45311.49,0.008,0.008,0.000,2.0,10.5,22.1,261,20.31,0.140
2023-08-10,51,68.6,53.0,60.6,65.1,51.6,58.2,2023-08-10T03:40,2023-08-10T18:43,54169.98,43127.28,0.008,0.008,0.000,2.0,10.3,20.6,285,17.25,0.126
2023-08-11,3,76.6,51.0,65.6,76.8,48.9,65.5,2023-08-11T03:41,2023-08-11T18:41,53953.11,40534.76,0.000,0.000,0.000,0.0,7.3,15.0,191,20.41,0.153
2023-08-12,63,80.5,62.3,70.6,83.4,61.2,71.4,2023-08-12T03:43,2023-08-12T18:39,53734.07,25276.66,0.236,0.236,0.000,2.0,13.7,24.2,174,12.12,0.115
2023-08-13,3,78.5,62.2,70.2,77.7,64.4,71.5,2023-08-13T03:45,2023-08-13T18:37,53513.07,43668.12,0.000,0.000,0.000,0.0,9.0,16.3,255,18.80,0.150
2023-08-14,51,84.8,61.4,73.0,86.2,62.8,75.8,2023-08-14T03:46,2023-08-14T18:35,53290.32,45436.31,0.004,0.004,0.000,1.0,8.3,16.6,177,20.36,0.165
2023-08-15,65,85.5,66.6,75.8,93.0,68.9,80.9,2023-08-15T03:48,2023-08-15T18:33,53066.01,38358.07,0.768,0.768,0.000,8.0,9.0,21.3,211,19.58,0.160
2023-08-16,61,80.3,65.9,72.6,84.5,66.5,76.1,2023-08-16T03:50,2023-08-16T18:31,52840.33,48455.31,0.126,0.126,0.000,6.0,9.7,16.3,20,19.64,0.156
2023-08-17,53,77.9,63.8,70.5,79.7,62.4,70.8,2023-08-17T03:51,2023-08-17T18:28,52613.48,46876.11,0.035,0.035,0.000,4.0,12.4,23.7,69,18.83,0.152
2023-08-18,51,84.8,65.1,73.6,87.6,68.8,77.0,2023-08-18T03:53,2023-08-18T18:26,52385.62,47713.62,0.047,0.047,0.000,6.0,15.6,26.6,86,20.48,0.167
2023-08-19,2,87.7,65.9,77.0,91.6,68.6,81.2,2023-08-19T03:55,2023-08-19T18:24,52156.95,45109.68,0.000,0.000,0.000,0.0,7.2,15.2,113,20.80,0.173
2023-08-20,51,84.0,66.8,75.5,85.5,69.4,77.5,2023-08-20T03:56,2023-08-20T18:22,51927.63,46648.92,0.008,0.008,0.000,2.0,10.3,21.3,324,20.01,0.179
2023-08-21,3,80.3,65.0,72.9,79.1,64.2,73.6,2023-08-21T03:58,2023-08-21T18:20,51697.82,46363.33,0.000,0.000,0.000,0.0,9.1,18.8,332,17.74,0.163
2023-08-22,3,78.3,63.6,70.6,79.1,64.8,70.9,2023-08-22T04:00,2023-08-22T18:18,51467.69,12203.91,0.000,0.000,0.000,0.0,7.5,16.6,66,10.70,0.111
2023-08-23,3,79.9,60.4,70.0,78.0,61.4,69.7,2023-08-23T04:02,2023-08-23T18:16,51237.40,44676.68,0.000,0.000,0.000,0.0,10.1,20.8,270,18.54,0.163
2023-08-24,3,82.6,59.9,73.0,82.8,60.5,73.1,2023-08-24T04:03,2023-08-24T18:13,51007.09,40030.12,0.000,0.000,0.000,0.0,8.4,15.4,176,19.99,0.179
2023-08-25,63,85.0,68.0,74.0,86.9,68.8,76.4,2023-08-25T04:05,2023-08-25T18:11,50776.93,32338.42,0.228,0.228,0.000,7.0,9.6,21.0,206,16.02,0.144
2023-08-26,51,77.3,59.1,69.6,76.6,57.4,68.9,2023-08-26T04:06,2023-08-26T18:09,50546.75,32400.00,0.035,0.035,0.000,6.0,14.6,28.6,249,16.03,0.145
2023-08-27,51,70.6,55.0,63.4,68.4,54.2,63.1,2023-08-27T04:08,2023-08-27T18:07,50314.94,7404.32,0.031,0.031,0.000,3.0,8.1,15.4,158,7.82,0.072
2023-08-28,3,66.8,55.1,61.8,65.2,52.6,59.9,2023-08-28T04:10,2023-08-28T18:05,50081.37,17856.57,0.000,0.000,0.000,0.0,10.7,21.0,273,11.78,0.090
2023-08-29,53,61.9,57.9,59.2,60.5,56.4,58.1,2023-08-29T04:11,2023-08-29T18:02,49846.22,0.00,0.197,0.197,0.000,20.0,7.8,14.5,350,3.20,0.034
2023-08-30,3,67.7,56.0,61.2,67.6,54.5,60.5,2023-08-30T04:13,2023-08-30T18:00,49609.66,32838.96,0.000,0.000,0.000,0.0,6.9,11.4,253,14.14,0.097
2023-08-31,53,65.0,53.9,58.9,59.4,49.6,54.8,2023-08-31T04:15,2023-08-31T17:58,49371.86,42805.30,0.087,0.087,0.000,10.0,16.6,30.6,247,16.29,0.112
2023-09-01,3,68.8,52.1,60.6,66.1,49.1,58.4,2023-09-01T04:16,2023-09-01T17:56,49132.96,27299.70,0.000,0.000,0.000,0.0,10.9,21.7,253,15.33,0.108
2023-09-02,51,71.3,50.4,62.4,70.5,48.1,61.9,2023-09-02T04:18,2023-09-02T17:53,48893.14,40867.73,0.024,0.024,0.000,3.0,6.5,13.9,287,14.98,0.106
2023-09-03,3,69.0,56.4,62.4,65.5,55.2,60.5,2023-09-03T04:20,2023-09-03T17:51,48652.55,24605.93,0.000,0.000,0.000,0.0,10.8,20.6,314,12.91,0.103
2023-09-04,1,75.7,52.9,64.6,77.3,51.5,64.8,2023-09-04T04:21,2023-09-04T17:48,48411.32,43480.11,0.000,0.000,0.000,0.0,5.2,12.1,249,18.68,0.128
2023-09-05,1,80.3,58.6,69.0,80.0,58.5,68.7,2023-09-05T04:23,2023-09-05T17:46,48169.62,43316.18,0.000,0.000,0.000,0.0,9.3,19.0,154,18.17,0.149
2023-09-06,0,83.1,55.5,69.9,82.5,55.3,70.0,2023-09-06T04:25,2023-09-06T17:44,47927.57,43309.20,0.000,0.000,0.000,0.0,6.3,13.0,112,18.85,0.156
2023-09-07,1,83.2,59.9,71.3,80.2,58.8,69.5,2023-09-07T04:27,2023-09-07T17:41,47685.34,43248.45,0.000,0.000,0.000,0.0,10.9,21.9,101,18.76,0.185
2023-09-08,0,83.9,60.5,71.7,82.8,59.3,70.7,2023-09-08T04:28,2023-09-08T17:39,47443.04,43117.11,0.000,0.000,0.000,0.0,9.0,16.8,119,18.63,0.171
2023-09-09,1,86.3,59.5,72.2,83.1,59.1,71.1,2023-09-09T04:30,2023-09-09T17:37,47200.82,43012.94,0.000,0.000,0.000,0.0,9.6,19.9,141,18.44,0.173
2023-09-10,0,86.4,56.2,71.9,85.8,56.1,72.2,2023-09-10T04:32,2023-09-10T17:34,46958.82,42915.34,0.000,0.000,0.000,0.0,6.3,14.3,280,18.12,0.153
2023-09-11,1,86.2,57.6,72.9,87.4,57.1,73.7,2023-09-11T04:33,2023-09-11T17:32,46717.16,42746.71,0.000,0.000,0.000,0.0,5.6,11.2,192,17.80,0.141
2023-09-12,2,85.4,58.1,72.1,87.1,58.3,73.2,2023-09-12T04:35,2023-09-12T17:30,46475.98,38659.73,0.000,0.000,0.000,0.0,9.0,17.2,9,15.90,0.140
2023-09-13,63,74.9,60.3,67.3,72.4,57.6,66.5,2023-09-13T04:36,2023-09-13T17:27,46235.39,42272.17,0.291,0.291,0.000,8.0,18.8,33.8,297,14.09,0.111
2023-09-14,3,69.4,52.8,61.2,66.1,50.7,58.5,2023-09-14T04:38,2023-09-14T17:25,45995.55,42035.25,0.000,0.000,0.000,0.0,8.6,17.0,316,15.57,0.115
2023-09-15,3,73.3,51.1,63.2,68.5,48.4,60.0,2023-09-15T04:40,2023-09-15T17:23,45756.27,41798.25,0.000,0.000,0.000,0.0,11.6,22.6,116,14.81,0.135
2023-09-16,1,77.6,55.5,66.1,76.0,51.5,64.1,2023-09-16T04:41,2023-09-16T17:20,45515.95,41559.66,0.000,0.000,0.000,0.0,9.6,18.6,121,16.47,0.141
2023-09-17,3,80.9,56.0,68.8,81.5,56.5,69.7,2023-09-17T04:43,2023-09-17T17:18,45274.43,39733.03,0.000,0.000,0.000,0.0,8.0,13.0,121,15.03,0.123
2023-09-18,51,82.1,63.0,71.0,80.8,61.3,70.3,2023-09-18T04:45,2023-09-18T17:15,45031.85,27786.25,0.020,0.020,0.000,2.0,12.8,24.4,168,12.40,0.135
2023-09-19,51,69.2,61.4,65.0,63.7,56.2,60.1,2023-09-19T04:46,2023-09-19T17:13,44788.37,31983.08,0.004,0.004,0.000,1.0,16.8,30.4,240,12.22,0.142
2023-09-20,2,76.4,60.0,67.0,73.3,55.9,63.8,2023-09-20T04:48,2023-09-20T17:11,44544.12,38884.89,0.000,0.000,0.000,0.0,13.2,25.7,205,13.29,0.139
2023-09-21,1,82.2,57.8,69.8,78.8,56.7,68.3,2023-09-21T04:50,2023-09-21T17:08,44299.24,40344.84,0.000,0.000,0.000,0.0,10.4,20.6,148,15.18,0.149
2023-09-22,55,67.5,58.2,63.2,65.2,56.8,62.3,2023-09-22T04:52,2023-09-22T17:06,44053.88,10765.08,0.150,0.150,0.000,11.0,11.6,21.9,215,5.99,0.056
2023-09-23,3,65.0,54.3,59.0,58.5,50.8,54.4,2023-09-23T04:53,2023-09-23T17:03,43808.18,34798.07,0.000,0.000,0.000,0.0,15.0,28.2,245,10.93,0.094
2023-09-24,2,66.8,49.9,58.0,65.7,47.9,55.9,2023-09-24T04:55,2023-09-24T17:01,43562.26,38748.03,0.000,0.000,0.000,0.0,6.6,13.0,234,13.69,0.087
2023-09-25,3,70.7,48.5,59.7,67.7,45.6,57.4,2023-09-25T04:57,2023-09-25T16:59,43316.27,39102.50,0.000,0.000,0.000,0.0,8.8,17.4,129,13.15,0.096
2023-09-26,3,75.3,53.2,64.4,75.5,52.3,64.6,2023-09-26T04:58,2023-09-26T16:56,43070.34,37282.07,0.000,0.000,0.000,0.0,7.9,13.9,124,13.76,0.098
2023-09-27,3,78.7,54.2,66.3,80.7,53.4,67.3,2023-09-27T05:00,2023-09-27T16:54,42824.61,37547.50,0.000,0.000,0.000,0.0,7.8,13.0,142,13.87,0.103
2023-09-28,1,78.4,58.2,67.6,78.9,57.2,67.9,2023-09-28T05:02,2023-09-28T16:51,42579.22,37864.68,0.000,0.000,0.000,0.0,7.6,14.8,178,13.42,0.103
2023-09-29,53,74.1,57.1,65.4,75.3,56.1,65.9,2023-09-29T05:03,2023-09-29T16:49,42334.32,17846.84,0.055,0.055,0.000,3.0,14.4,23.5,209,6.63,0.059
2023-09-30,3,66.8,54.1,59.9,61.5,51.6,56.5,2023-09-30T05:05,2023-09-30T16:47,42090.02,35996.46,0.000,0.000,0.000,0.0,14.4,28.6,279,11.80,0.088
2023-10-01,51,67.9,55.3,61.3,63.9,53.0,58.7,2023-10-01T05:07,2023-10-01T16:44,41846.48,19953.03,0.012,0.012,0.000,2.0,10.3,19.7,242,8.57,0.081
2023-10-02,3,76.4,55.7,65.3,76.0,54.7,65.2,2023-10-02T05:08,2023-10-02T16:42,41603.84,36305.70,0.000,0.000,0.000,0.0,7.4,15.0,215,10.72,0.086
2023-10-03,63,75.9,54.1,63.8,70.6,48.1,60.3,2023-10-03T05:10,2023-10-03T16:40,41362.24,17207.35,0.323,0.323,0.000,7.0,17.1,30.4,239,8.25,0.096
2023-10-04,51,63.2,53.9,58.1,56.3,47.6,52.0,2023-10-04T05:12,2023-10-04T16:37,41121.82,33635.26,0.012,0.012,0.000,3.0,19.2,34.2,256,10.25,0.094
2023-10-05,51,61.4,53.3,56.8,56.4,48.0,52.1,2023-10-05T05:14,2023-10-05T16:35,40882.42,12491.65,0.039,0.039,0.000,6.0,20.0,36.0,256,4.71,0.055
2023-10-06,55,64.1,51.6,58.6,59.3,49.4,54.6,2023-10-06T05:15,2023-10-06T16:33,40642.28,8805.51,0.067,0.067,0.000,2.0,17.1,29.3,231,5.72,0.068
2023-10-07,61,63.5,54.3,60.2,59.5,51.9,56.3,2023-10-07T05:17,2023-10-07T16:31,40401.24,0.00,0.469,0.469,0.000,15.0,19.2,33.1,267,1.72,0.045
2023-10-08,53,57.8,49.5,53.6,53.3,44.0,49.9,2023-10-08T05:19,2023-10-08T16:28,40159.45,32403.18,0.047,0.047,0.000,3.0,9.0,15.7,339,10.63,0.066
2023-10-09,61,53.9,48.7,51.2,50.7,45.0,47.9,2023-10-09T05:21,2023-10-09T16:26,39917.09,5045.48,0.161,0.161,0.000,5.0,7.4,15.0,128,4.95,0.033
2023-10-10,53,62.3,50.8,57.6,60.4,48.1,56.0,2023-10-10T05:22,2023-10-10T16:24,39674.29,12868.48,0.079,0.079,0.000,9.0,10.6,20.1,233,5.56,0.040
2023-10-11,3,72.7,57.3,65.3,68.4,53.6,61.7,2023-10-11T05:24,2023-10-11T16:21,39431.23,33690.07,0.000,0.000,0.000,0.0,14.9,25.7,230,9.07,0.111
2023-10-12,61,64.0,53.8,58.8,60.3,52.8,56.9,2023-10-12T05:26,2023-10-12T16:19,39188.08,10019.85,0.213,0.213,0.000,8.0,14.1,25.9,264,5.00,0.045
2023-10-13,51,69.8,52.9,63.1,66.3,51.2,60.1,2023-10-13T05:28,2023-10-13T16:17,38944.99,12382.60,0.020,0.020,0.000,3.0,18.8,31.8,200,4.67,0.072
2023-10-14,61,66.1,48.1,57.7,62.3,39.2,50.6,2023-10-14T05:29,2023-10-14T16:15,38702.13,31222.19,0.185,0.185,0.000,7.0,22.2,39.6,257,8.94,0.099
2023-10-15,51,51.3,43.5,47.2,42.2,35.7,38.1,2023-10-15T05:31,2023-10-15T16:12,38459.68,34342.96,0.016,0.016,0.000,4.0,17.8,33.1,268,8.83,0.075
2023-10-16,51,50.8,38.4,44.2,44.1,32.9,37.9,2023-10-16T05:33,2023-10-16T16:10,38217.80,33954.26,0.016,0.016,0.000,4.0,12.8,23.5,274,7.08,0.042
2023-10-17,3,50.8,36.6,43.3,47.5,31.2,39.4,2023-10-17T05:35,2023-10-17T16:08,37976.67,13429.12,0.000,0.000,0.000,0.0,4.9,8.9,185,6.43,0.033
2023-10-18,3,53.2,32.4,42.9,47.5,26.6,37.0,2023-10-18T05:37,2023-10-18T16:06,37736.48,32901.87,0.000,0.000,0.000,0.0,13.1,21.7,104,9.78,0.053
2023-10-19,53,47.0,43.4,44.9,40.7,34.8,37.7,2023-10-19T05:38,2023-10-19T16:03,37497.41,0.00,0.193,0.193,0.000,15.0,13.6,23.9,90,1.56,0.024
2023-10-20,55,45.1,41.3,43.1,39.8,31.0,34.6,2023-10-20T05:40,2023-10-20T16:01,37259.65,0.00,0.280,0.280,0.000,18.0,19.0,33.6,79,1.38,0.011
2023-10-21,3,63.1,43.0,51.2,61.0,36.7,47.4,2023-10-21T05:42,2023-10-21T15:59,37023.39,31130.57,0.000,0.000,0.000,0.0,14.2,28.6,167,6.90,0.039
2023-10-22,55,60.6,47.7,54.8,56.8,44.1,51.6,2023-10-22T05:44,2023-10-22T15:57,36788.83,29660.60,0.055,0.055,0.000,2.0,10.3,19.5,215,8.08,0.050
2023-10-23,51,58.8,46.8,52.2,57.3,44.0,49.7,2023-10-23T05:46,2023-10-23T15:55,36556.18,28795.94,0.012,0.012,0.000,2.0,8.0,13.2,213,7.68,0.040
2023-10-24,61,57.6,49.9,53.0,55.3,45.3,50.5,2023-10-24T05:47,2023-10-24T15:53,36325.63,0.00,0.354,0.354,0.000,10.0,11.0,19.0,109,2.86,0.021
2023-10-25,51,56.2,48.3,51.1,54.7,44.5,48.2,2023-10-25T05:49,2023-10-25T15:51,36097.06,23310.83,0.004,0.004,0.000,1.0,10.4,18.3,173,6.56,0.034
2023-10-26,61,52.5,47.0,49.7,49.3,44.3,46.6,2023-10-26T05:51,2023-10-26T15:49,35868.48,0.00,0.256,0.256,0.000,10.0,10.5,18.1,50,2.36,0.016
2023-10-27,61,51.7,47.4,49.1,47.8,44.3,46.2,2023-10-27T05:53,2023-10-27T15:47,35639.73,0.00,0.291,0.291,0.000,13.0,7.9,15.0,78,2.03,0.015
2023-10-28,53,53.5,47.4,49.5,51.6,43.8,46.8,2023-10-28T05:55,2023-10-28T15:45,35411.00,4475.84,0.189,0.189,0.000,13.0,7.1,13.9,155,3.42,0.020
2023-10-29,61,61.2,47.1,54.0,54.9,43.0,48.5,2023-10-29T05:56,2023-10-29T15:43,35182.50,4383.84,0.201,0.201,0.000,11.0,16.9,30.0,194,3.57,0.041
2023-10-30,3,59.6,52.2,55.1,57.0,46.8,51.0,2023-10-30T05:58,2023-10-30T15:41,34954.43,12570.26,0.000,0.000,0.000,0.0,14.5,25.7,200,5.14,0.044
2023-10-31,53,55.1,46.1,51.9,51.0,39.9,46.1,2023-10-31T06:00,2023-10-31T15:39,34726.99,13507.52,0.146,0.146,0.000,12.0,21.4,38.5,254,4.19,0.037
2023-11-01,51,58.0,43.7,50.5,53.4,39.1,46.4,2023-11-01T06:02,2023-11-01T15:37,34500.42,22065.50,0.012,0.012,0.000,2.0,11.7,21.7,180,5.32,0.032
2023-11-02,53,57.2,47.1,52.3,51.5,41.5,46.8,2023-11-02T06:04,2023-11-02T15:35,34274.93,15044.85,0.161,0.161,0.000,6.0,14.4,25.1,156,4.15,0.041
2023-11-03,3,51.9,46.2,49.2,47.6,41.5,44.4,2023-11-03T06:06,2023-11-03T15:33,34050.75,5913.43,0.000,0.000,0.000,0.0,11.1,19.0,229,3.83,0.029
2023-11-04,53,52.1,44.1,47.9,43.7,36.8,40.0,2023-11-04T06:08,2023-11-04T15:31,33828.11,26681.19,0.067,0.067,0.000,3.0,15.4,28.0,190,5.70,0.057
2023-11-05,63,54.3,46.6,49.7,48.7,39.6,42.9,2023-11-05T06:09,2023-11-05T15:30,33607.26,11511.23,0.335,0.335,0.000,11.0,18.3,32.9,204,3.16,0.033
2023-11-06,61,54.7,47.3,50.6,46.7,39.5,42.2,2023-11-06T06:11,2023-11-06T15:28,33388.45,27305.74,0.098,0.098,0.000,4.0,19.7,36.0,242,5.01,0.063
2023-11-07,3,53.4,44.0,48.2,47.1,37.8,41.5,2023-11-07T06:13,2023-11-07T15:26,33171.93,27168.48,0.000,0.000,0.000,0.0,15.5,27.5,225,5.48,0.039
2023-11-08,61,51.5,42.8,46.1,43.8,35.9,39.2,2023-11-08T06:15,2023-11-08T15:24,32957.96,13819.63,0.055,0.055,0.000,2.0,15.8,28.9,229,3.67,0.031
2023-11-09,51,53.0,43.0,48.7,45.3,36.2,41.6,2023-11-09T06:17,2023-11-09T15:23,32746.82,9377.21,0.012,0.012,0.000,2.0,13.6,23.9,197,2.84,0.047
2023-11-10,51,51.5,40.3,46.1,44.8,34.6,40.2,2023-11-10T06:19,2023-11-10T15:21,32538.79,24517.97,0.008,0.008,0.000,2.0,12.1,22.4,202,4.81,0.028
2023-11-11,51,48.4,37.7,42.1,43.8,32.1,37.1,2023-11-11T06:20,2023-11-11T15:19,32334.14,25054.09,0.028,0.028,0.000,3.0,7.3,12.5,216,5.39,0.023
2023-11-12,53,46.2,38.5,41.9,41.3,32.7,37.2,2023-11-12T06:22,2023-11-12T15:18,32133.17,10557.90,0.043,0.043,0.000,5.0,9.9,18.1,238,2.73,0.014
2023-11-13,61,49.8,35.1,42.3,42.6,29.7,36.2,2023-11-13T06:24,2023-11-13T15:16,31936.19,25730.48,0.177,0.177,0.000,5.0,15.5,26.6,186,4.85,0.023
2023-11-14,51,54.9,48.0,51.1,44.3,39.6,42.6,2023-11-14T06:26,2023-11-14T15:15,31743.13,20131.21,0.039,0.039,0.000,7.0,22.4,45.2,246,3.86,0.051
2023-11-15,53,48.8,40.5,45.6,43.4,36.0,39.5,2023-11-15T06:27,2023-11-15T15:13,31551.99,0.00,0.087,0.087,0.000,7.0,15.2,26.4,272,1.91,0.018
2023-11-16,53,47.5,35.2,42.9,39.1,29.2,36.3,2023-11-16T06:29,2023-11-16T15:12,31362.63,19934.80,0.079,0.079,0.000,5.0,15.3,28.0,245,3.94,0.024
2023-11-17,3,42.4,33.9,39.3,33.9,26.5,30.8,2023-11-17T06:31,2023-11-17T15:11,31175.29,0.00,0.000,0.000,0.000,0.0,16.3,29.5,280,1.58,0.019
2023-11-18,51,43.3,35.3,39.0,37.9,29.0,32.8,2023-11-18T06:33,2023-11-18T15:09,30990.19,22235.04,0.008,0.008,0.000,2.0,11.1,18.8,243,3.60,0.016
2023-11-19,73,52.8,38.9,45.8,45.9,30.5,38.9,2023-11-19T06:34,2023-11-19T15:08,30807.59,17728.78,0.350,0.319,0.220,17.0,16.0,28.9,219,2.96,0.020
2023-11-20,63,51.8,46.7,48.7,49.0,42.2,45.6,2023-11-20T06:36,2023-11-20T15:07,30627.72,6281.70,0.650,0.650,0.000,21.0,10.2,18.3,264,2.11,0.012
2023-11-21,71,46.5,30.8,37.7,43.5,22.4,30.4,2023-11-21T06:38,2023-11-21T15:05,30450.86,0.00,0.043,0.043,0.028,3.0,11.2,20.6,22,1.03,0.015
2023-11-22,3,33.5,24.6,30.1,27.5,18.0,22.6,2023-11-22T06:40,2023-11-22T15:04,30277.25,20687.63,0.000,0.000,0.000,0.0,14.9,24.4,191,4.72,0.020
2023-11-23,71,51.5,34.4,46.2,40.7,22.6,35.5,2023-11-23T06:41,2023-11-23T15:03,30107.17,0.00,0.193,0.189,0.028,10.0,26.2,49.4,257,0.88,0.034
2023-11-24,75,43.8,33.2,38.3,32.6,24.2,28.0,2023-11-24T06:43,2023-11-24T15:02,29940.90,18451.93,0.173,0.028,1.020,7.0,21.5,37.8,285,3.59,0.029
2023-11-25,73,37.4,30.6,33.6,30.5,22.1,25.4,2023-11-25T06:45,2023-11-25T15:01,29778.70,16282.92,0.016,0.004,0.083,2.0,13.4,23.5,304,3.65,0.017
2023-11-26,3,33.5,26.6,29.3,26.9,19.0,22.1,2023-11-26T06:46,2023-11-26T15:00,29620.88,23473.12,0.000,0.000,0.000,0.0,8.7,16.1,286,4.21,0.014
2023-11-27,73,35.0,27.4,31.8,27.7,21.2,24.0,2023-11-27T06:48,2023-11-27T14:59,29467.71,0.00,0.102,0.004,0.689,11.0,13.7,23.5,98,0.95,0.012
2023-11-28,73,32.3,22.1,28.7,23.6,14.9,20.3,2023-11-28T06:49,2023-11-28T14:58,29319.49,8078.87,0.063,0.000,0.441,9.0,14.1,24.6,35,2.73,0.013
2023-11-29,73,33.5,25.5,30.6,24.1,16.9,21.0,2023-11-29T06:51,2023-11-29T14:57,29176.53,3600.00,0.118,0.000,0.827,15.0,14.8,25.3,208,1.55,0.016
2023-11-30,3,30.0,17.8,23.6,24.9,9.2,16.2,2023-11-30T06:52,2023-11-30T14:56,29039.13,22843.74,0.000,0.000,0.000,0.0,9.9,19.0,155,4.12,0.010
2023-12-01,3,26.9,18.2,22.2,21.0,11.2,15.3,2023-12-01T06:54,2023-12-01T14:56,28907.59,21045.09,0.000,0.000,0.000,0.0,5.5,8.9,5,3.93,0.008
2023-12-02,3,28.9,23.6,26.1,21.7,17.0,18.7,2023-12-02T06:55,2023-12-02T14:55,28782.23,259.69,0.000,0.000,0.000,0.0,9.3,15.9,304,1.83,0.006
2023-12-03,3,30.3,22.0,26.8,23.0,14.2,19.4,2023-12-03T06:57,2023-12-03T14:54,28663.36,18387.71,0.000,0.000,0.000,0.0,8.3,15.4,265,3.18,0.008
2023-12-04,3,30.6,22.8,26.8,21.7,14.6,18.3,2023-12-04T06:58,2023-12-04T14:54,28551.03,436.39,0.000,0.000,0.000,0.0,11.4,19.2,132,2.21,0.011
